Id,customer.id,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,pub.rec,inq.last.6mths,delinq.2yrs,paid.back.loan
1648,LA001649,Yes,debt_consolidation,15.68%,490.03,10.91508846,18.92,672,1680.0,20619,59.4,0,Less than 5,No,Yes
5207,LA005208,Yes,debt_consolidation,12.18%,346.32,10.96819829,19.7,712,3117.041667,7267,46.6,0,Less than 5,No,Yes
619,LA00620,Yes,debt_consolidation,8.63%,221.4,10.645424900000002,2.74,727,2310.041667,6496,40.1,0,Less than 5,No,Yes
1536,LA001537,Yes,home_improvement,14.93%,242.42,10.16585182,11.77,662,1170.041667,12597,63.0,0,Less than 5,No,Yes
4610,LA004611,Yes,debt_consolidation,14.26%,686.12,11.97035031,16.42,692,7589.958333,77324,75.9,0,Less than 5,No,Yes
1975,LA001976,Yes,educational,13.79%,54.53,10.91508846,14.68,662,5310.041667,23713,73.5,0,Less than 5,No,Yes
4969,LA004970,Yes,debt_consolidation,13.57%,407.63,12.04355372,5.51,712,8249.958333,31895,66.6,0,Less than 5,No,Yes
8667,LA008668,No,debt_consolidation,13.55%,135.84,10.858999,10.99,652,6990.0,11587,54.0,1,Less than 5,No,No
2816,LA002817,Yes,debt_consolidation,14.74%,690.74,11.26446411,15.51,687,8580.0,19367,49.9,0,Less than 5,No,Yes
4998,LA004999,Yes,debt_consolidation,16.70%,319.52,10.91508846,6.83,662,1140.0,8419,65.8,0,Less than 5,No,Yes
8973,LA008974,No,debt_consolidation,14.42%,375.63,10.645424900000002,19.29,692,1500.0,2216,11.5,0,Less than 5,No,Yes
1495,LA001496,Yes,debt_consolidation,15.25%,556.61,10.97164063,11.48,662,4920.0,16052,88.2,0,Less than 5,No,No
5964,LA005965,Yes,debt_consolidation,13.22%,338.01,10.59663473,15.21,692,2100.0,9538,43.8,0,Less than 5,No,Yes
2900,LA002901,Yes,all_other,11.89%,50.58,11.5002049,8.12,677,3359.958333,36192,84.6,0,Less than 5,No,No
8513,LA008514,No,debt_consolidation,14.82%,414.93,10.54534144,9.76,652,2609.958333,5628,54.6,0,Less than 5,No,Yes
5119,LA005120,Yes,credit_card,8.94%,476.58,11.00209984,16.16,772,7830.0,25415,27.6,0,Less than 5,No,Yes
3626,LA003627,Yes,debt_consolidation,15.05%,603.63,11.22524339,18.82,687,2580.0,35954,82.8,0,Less than 5,No,Yes
740,LA00741,Yes,all_other,11.34%,658.0,10.91508846,5.19,712,8400.0,5482,17.4,0,Less than 5,Yes,No
5827,LA005828,Yes,debt_consolidation,12.87%,184.99,9.169518377000001,4.75,692,6270.041667,253,3.2,0,Less than 5,No,Yes
7524,LA007525,Yes,debt_consolidation,7.88%,406.65,11.16194854,19.72,762,4113.0,9368,30.2,0,Less than 5,No,Yes
3859,LA003860,Yes,debt_consolidation,13.79%,681.51,11.32242576,14.94,692,4499.958333,36449,45.1,0,Less than 5,No,No
2510,LA002511,Yes,small_business,13.47%,203.54,10.59663473,4.62,677,2249.958333,7110,58.3,1,Less than 5,No,Yes
6674,LA006675,Yes,debt_consolidation,11.83%,57.99,10.59663473,22.44,707,6270.0,7757,93.0,0,Less than 5,No,Yes
5341,LA005342,Yes,debt_consolidation,15.31%,382.97,10.81977828,22.9,662,2610.0,27297,80.0,0,Less than 5,No,Yes
3194,LA003195,Yes,debt_consolidation,9.63%,385.14,11.71993963,8.52,752,4079.958333,14732,26.0,0,Less than 5,No,Yes
5761,LA005762,Yes,debt_consolidation,13.22%,84.51,10.35210793,14.56,727,8160.041667,17806,99.4,0,Less than 5,No,No
6476,LA006477,Yes,debt_consolidation,15.31%,844.28,11.00209984,19.88,682,4823.041667,31756,79.6,0,Less than 5,No,Yes
6969,LA006970,Yes,debt_consolidation,15.65%,848.42,11.38584181,15.72,687,3810.041667,31710,93.5,1,Less than 5,No,Yes
3807,LA003808,Yes,all_other,13.47%,101.77,10.81977828,19.75,672,6960.0,17015,53.8,0,Less than 5,No,Yes
7822,LA007823,No,debt_consolidation,17.22%,64.38,7.547501682999999,18.99,642,450.0,702,87.7,0,Less than 5,No,Yes
8618,LA008619,No,debt_consolidation,17.03%,107.01,11.40756495,28.3,667,7709.958333,42876,79.1,0,Less than 10,No,Yes
7953,LA007954,No,small_business,14.07%,855.3,12.04355372,20.2,687,5774.0,216959,45.4,0,Less than 5,No,Yes
3078,LA003079,Yes,home_improvement,9.63%,80.24,10.49127422,22.1,717,3990.0,2307,46.1,0,Less than 5,No,Yes
8506,LA008507,No,debt_consolidation,17.34%,89.56,10.59663473,25.77,652,5609.958333,28446,64.1,0,Less than 20,Yes,Yes
3127,LA003128,Yes,debt_consolidation,11.26%,295.77,10.08163374,13.76,722,5400.0,6255,34.4,0,Less than 5,No,Yes
184,LA00185,Yes,educational,11.54%,211.17,11.46163217,1.83,667,3421.041667,11200,23.2,0,Less than 5,No,Yes
7090,LA007091,Yes,debt_consolidation,11.36%,724.05,11.60823564,8.51,717,7920.041667,20418,74.8,0,Less than 5,No,Yes
3189,LA003190,Yes,all_other,13.79%,170.38,10.91508846,19.11,672,2309.958333,21391,87.6,0,Less than 5,No,Yes
8179,LA008180,No,all_other,11.41%,342.51,10.91508846,4.95,682,3365.0,1963,56.1,0,Less than 5,Yes,Yes
9236,LA009237,No,home_improvement,13.92%,170.69,10.46310334,3.22,682,3990.0,412,41.2,0,Less than 5,No,Yes
976,LA00977,Yes,debt_consolidation,9.45%,128.04,10.27505111,17.63,722,4320.0,3717,15.1,1,Less than 5,No,Yes
3869,LA003870,Yes,debt_consolidation,13.79%,817.82,11.81303006,5.72,707,6060.958333,24146,58.9,0,Less than 5,No,Yes
2704,LA002705,Yes,all_other,12.84%,168.09,10.30895266,2.6,757,4590.0,724,2.8,0,Less than 5,No,Yes
3796,LA003797,Yes,major_purchase,15.05%,208.15,11.07702177,11.58,717,4529.958333,5518,98.3,0,Less than 5,No,Yes
6102,LA006103,Yes,all_other,8.94%,190.63,11.56171563,10.42,727,4560.041667,10465,44.0,0,Less than 5,No,No
8620,LA008621,No,major_purchase,8.00%,125.35,10.30895266,12.2,752,539.9583332999999,70,2.9,0,Less than 5,No,Yes
6368,LA006369,Yes,major_purchase,7.74%,81.17,10.25765937,20.13,787,4680.0,1940,24.2,0,Less than 5,No,Yes
9391,LA009392,No,credit_card,18.43%,363.7,11.05089001,15.58,717,5348.041667,18157,69.6,0,Less than 20,No,Yes
743,LA00744,Yes,all_other,10.39%,272.59,10.46321762,19.61,717,4439.958333,213,7.1,1,Less than 5,No,Yes
6421,LA006422,Yes,home_improvement,11.83%,331.34,10.20359214,0.67,777,2700.041667,86,6.6,0,Less than 5,No,Yes
7816,LA007817,No,all_other,11.86%,49.72,10.23995979,14.31,667,539.9583332999999,0,0.0,0,Less than 5,Yes,Yes
3222,LA003223,Yes,debt_consolidation,11.89%,198.99,10.81977828,9.77,697,4590.0,15377,50.6,0,Less than 5,No,Yes
1717,LA001718,Yes,major_purchase,9.63%,192.57,10.23995979,1.76,772,2310.041667,1292,4.3,0,Less than 5,No,Yes
9097,LA009098,No,small_business,12.53%,361.44,11.35040654,1.37,732,4559.958333,3532,18.1,0,Less than 10,No,Yes
8424,LA008425,No,credit_card,18.61%,759.27,11.51292546,18.89,652,2460.041667,66900,94.0,0,Less than 10,No,Yes
1488,LA001489,Yes,small_business,11.46%,823.93,11.36210258,13.86,757,4530.0,46055,20.2,0,Less than 5,No,No
7544,LA007545,Yes,small_business,10.25%,242.89,11.01862914,3.52,752,3060.041667,639,2.7,0,Less than 5,No,Yes
5473,LA005474,Yes,credit_card,8.94%,57.19,11.21182037,13.28,717,4980.958333,34751,76.5,0,Less than 5,No,Yes
8871,LA008872,No,credit_card,9.32%,319.47,11.00209984,19.58,757,10950.0,164974,24.6,0,Less than 5,No,Yes
6334,LA006335,Yes,debt_consolidation,14.96%,277.16,11.69524702,11.7,667,7027.041667,18131,81.1,0,Less than 5,No,Yes
9167,LA009168,No,debt_consolidation,16.32%,670.96,11.46163217,20.7,667,7353.0,32218,82.6,0,Less than 5,Yes,Yes
5348,LA005349,Yes,all_other,16.70%,88.76,11.891361900000001,24.12,682,10710.0,27433,56.8,0,Less than 5,No,Yes
8552,LA008553,No,debt_consolidation,17.34%,279.42,10.858999,28.36,672,4469.958333,17905,92.3,1,Less than 5,No,Yes
1322,LA001323,Yes,credit_card,13.80%,236.86,10.81977828,20.3,672,3690.0,9344,79.2,0,Less than 5,No,Yes
6091,LA006092,Yes,debt_consolidation,10.25%,442.06,10.73116563,13.98,727,4813.0,22837,79.3,0,Less than 5,No,Yes
4876,LA004877,Yes,all_other,11.48%,395.63,10.04342339,0.0,777,7050.0,0,0.0,0,Less than 5,No,Yes
1387,LA001388,Yes,home_improvement,11.78%,248.32,10.30895266,17.72,692,6270.0,6349,44.7,0,Less than 5,Yes,Yes
1490,LA001491,Yes,educational,12.41%,185.43,9.998797732,11.73,677,3539.958333,1212,22.9,0,Less than 5,No,No
6888,LA006889,Yes,home_improvement,11.83%,331.34,11.28978191,10.59,722,6422.041667,6490,4.9,0,Less than 5,No,No
7926,LA007927,No,credit_card,12.49%,468.29,11.21182037,20.68,682,4349.958333,8009,74.2,1,Less than 5,No,Yes
7631,LA007632,Yes,debt_consolidation,11.36%,658.23,11.03165864,18.64,722,4290.041667,58930,63.4,0,Less than 5,No,Yes
9249,LA009250,No,small_business,18.09%,542.93,11.26446411,20.42,712,3750.0,20583,71.7,0,Less than 10,No,Yes
1117,LA001118,Yes,credit_card,8.63%,189.77,10.50369674,18.77,757,2369.958333,0,0.0,0,Less than 5,No,Yes
7437,LA007438,Yes,debt_consolidation,15.33%,626.91,11.17043516,15.75,692,4080.0,24322,95.0,0,Less than 5,No,No
9324,LA009325,No,debt_consolidation,13.22%,169.01,10.26813067,5.46,697,2940.0,1113,30.1,0,Less than 5,No,Yes
7264,LA007265,Yes,all_other,7.88%,469.21,11.33857208,3.41,807,7410.041667,36048,61.1,0,Less than 5,No,Yes
1418,LA001419,Yes,debt_consolidation,11.78%,595.97,11.44035477,17.43,707,3899.958333,29046,41.8,0,Less than 5,No,Yes
4690,LA004691,Yes,credit_card,14.96%,415.74,10.5454467,10.1,682,2553.0,12315,80.0,0,Less than 5,No,Yes
832,LA00833,Yes,credit_card,8.63%,142.33,9.047821442,4.24,732,2100.0,6699,7.2,0,Less than 5,Yes,Yes
9568,LA009569,No,all_other,19.79%,37.06,10.645424900000002,22.17,667,5916.0,28854,59.8,1,Less than 10,No,Yes
8913,LA008914,No,debt_consolidation,14.42%,412.6,10.80972795,13.79,717,5010.041667,2976,96.0,0,Less than 5,No,Yes
5335,LA005336,Yes,home_improvement,8.94%,571.89,11.69524702,3.44,797,7529.958333,21807,43.6,0,Less than 5,No,Yes
2067,LA002068,Yes,educational,13.79%,170.38,11.22524339,20.86,767,7950.041667,38511,22.9,0,Less than 5,No,Yes
2509,LA002510,Yes,debt_consolidation,9.63%,320.95,11.00209984,9.44,747,5219.958333,23186,61.5,0,Less than 5,No,No
4377,LA004378,Yes,debt_consolidation,16.35%,628.86,11.35040654,19.23,667,3630.0,20300,78.7,0,Less than 5,No,Yes
5771,LA005772,Yes,debt_consolidation,7.05%,92.7,10.71441777,7.44,772,4740.0,13440,38.6,0,Less than 5,No,Yes
6237,LA006238,Yes,all_other,13.22%,608.42,10.77230925,12.33,732,3900.0,4646,55.2,0,Less than 5,No,No
6090,LA006091,Yes,debt_consolidation,13.57%,101.91,11.15625052,5.69,672,6770.041667,3275,21.0,0,Less than 5,Yes,Yes
2511,LA002512,Yes,debt_consolidation,17.26%,429.41,11.16764253,2.71,667,5969.958333,3505,33.4,0,Less than 5,No,Yes
264,LA00265,Yes,debt_consolidation,9.64%,192.6,9.798127037,2.87,697,1199.041667,1554,29.3,0,Less than 5,No,Yes
9475,LA009476,No,debt_consolidation,14.96%,692.9,12.34583459,10.12,687,4170.041667,13925,55.5,0,Less than 10,Yes,Yes
5170,LA005171,Yes,home_improvement,13.22%,845.02,10.858999,9.0,752,1443.0,2951,20.6,0,Less than 5,No,Yes
8623,LA008624,No,debt_consolidation,15.13%,260.47,10.98536052,17.59,647,3480.0,8135,79.0,0,Less than 5,No,No
5957,LA005958,Yes,debt_consolidation,8.94%,95.32,10.645424900000002,10.29,717,2220.041667,6349,31.6,0,Less than 5,No,Yes
2571,LA002572,Yes,all_other,7.37%,263.89,10.26813067,19.83,732,2219.958333,9321,27.2,0,Less than 5,No,Yes
2223,LA002224,Yes,debt_consolidation,14.11%,212.22,10.16585182,12.97,677,3330.0,1365,40.1,0,Less than 5,Yes,Yes
4083,LA004084,Yes,all_other,11.58%,825.34,11.51292546,21.05,762,6990.0,5380,12.4,0,Less than 5,No,Yes
9533,LA009534,No,debt_consolidation,15.33%,870.71,11.85651517,23.82,707,4800.0,259128,94.4,0,Less than 5,No,Yes
1569,LA001570,Yes,small_business,12.09%,332.58,11.51292546,15.01,687,5130.041667,25853,41.7,0,Less than 5,No,Yes
2100,LA002101,Yes,educational,11.89%,39.8,9.798127037,14.07,787,5621.041667,14,2.8,0,Less than 5,No,Yes
3432,LA003433,Yes,debt_consolidation,12.21%,759.58,10.66895539,15.49,727,3330.0,19226,70.9,0,Less than 5,Yes,Yes
4129,LA004130,Yes,credit_card,17.39%,645.26,12.40901349,15.67,672,6094.958333,145711,96.2,0,Less than 5,Yes,Yes
1257,LA001258,Yes,major_purchase,13.17%,212.79,11.18007865,18.95,677,6329.958333,7595,87.3,0,Less than 5,No,Yes
6603,LA006604,Yes,all_other,12.53%,147.26,9.980448594,6.17,687,6060.041667,902,12.2,0,Less than 5,Yes,Yes
5176,LA005177,Yes,debt_consolidation,13.22%,324.49,11.04292184,15.76,697,5039.958333,5954,87.6,0,Less than 5,No,Yes
6349,LA006350,Yes,all_other,14.61%,189.62,11.02516511,20.38,667,5376.0,14103,58.0,0,Less than 5,No,Yes
6079,LA006080,Yes,major_purchase,8.59%,237.08,11.08214255,19.88,767,4440.041667,5720,11.0,0,Less than 5,No,Yes
9566,LA009567,No,all_other,21.64%,551.08,11.00209984,24.06,662,1800.0,16441,49.8,0,Less than 10,No,No
7257,LA007258,Yes,debt_consolidation,12.73%,805.59,11.36789969,15.27,722,5340.041667,9138,62.2,0,Less than 5,No,Yes
2209,LA002210,Yes,small_business,8.00%,188.02,10.1266311,12.62,762,5194.0,8440,17.1,0,Less than 5,No,Yes
1066,LA001067,Yes,all_other,12.29%,168.44,11.03488966,8.25,667,1919.9583329999998,29863,82.7,0,Less than 5,No,No
277,LA00278,Yes,debt_consolidation,14.38%,687.25,10.65725935,15.7,672,3690.0,9150,96.3,0,Less than 5,No,Yes
8736,LA008737,No,all_other,13.80%,170.41,10.30895266,17.88,657,509.95833330000005,2229,34.8,0,Less than 5,No,Yes
5015,LA005016,Yes,all_other,7.40%,124.24,10.87237073,17.24,782,9089.958333,2765,9.4,0,Less than 5,No,Yes
3371,LA003372,Yes,debt_consolidation,15.37%,317.11,10.55581274,4.97,662,2639.958333,10971,67.7,0,Less than 5,No,Yes
2778,LA002779,Yes,all_other,11.89%,663.28,10.70548914,17.33,772,9119.958333,22828,21.4,0,Less than 5,No,Yes
214,LA00215,Yes,debt_consolidation,8.70%,538.23,10.93131966,11.51,747,6240.041667,20380,48.1,0,Less than 5,No,Yes
3984,LA003985,Yes,educational,13.57%,203.82,10.30895266,10.84,677,2670.0,3962,56.6,0,Less than 5,No,Yes
5956,LA005957,Yes,home_improvement,13.92%,512.06,11.53329656,13.1,682,11550.0,8785,37.4,0,Less than 5,No,Yes
918,LA00919,Yes,debt_consolidation,11.66%,170.22,10.47107151,17.69,702,3930.0,12110,30.2,0,Less than 5,Yes,No
2670,LA002671,Yes,debt_consolidation,15.68%,280.02,11.28978191,16.3,662,4499.958333,10702,59.8,0,Less than 5,No,Yes
356,LA00357,Yes,debt_consolidation,12.99%,673.79,10.77895629,18.98,682,4830.041667,13649,42.4,0,Less than 5,No,No
4334,LA004335,Yes,credit_card,12.87%,588.59,11.69524702,14.98,712,2759.958333,10488,45.0,0,Less than 5,No,Yes
3529,LA003530,Yes,all_other,11.89%,149.24,10.81977828,4.37,702,3571.0,1961,55.7,0,Less than 5,No,Yes
7499,LA007500,Yes,all_other,11.36%,279.75,10.69194491,17.13,697,2280.0,12430,46.6,0,Less than 5,No,Yes
660,LA00661,Yes,debt_consolidation,12.61%,234.55,10.46310334,9.63,667,1290.041667,11698,78.5,0,Less than 5,No,Yes
1282,LA001283,Yes,debt_consolidation,11.91%,201.52,10.79949394,14.33,682,4533.958333,16979,41.0,0,Less than 5,Yes,No
1480,LA001481,Yes,small_business,13.67%,326.57,11.236222900000001,13.97,682,3636.958333,9375,93.7,0,Less than 5,No,Yes
6964,LA006965,Yes,all_other,14.26%,411.67,11.05089001,10.7,677,2040.0416670000002,5849,45.3,0,Less than 5,No,Yes
6904,LA006905,Yes,debt_consolidation,10.25%,421.01,10.51867319,17.61,732,3343.0,15818,46.5,0,Less than 5,No,Yes
8725,LA008726,No,all_other,11.59%,231.14,11.06676335,10.63,687,3149.958333,5260,24.2,0,Less than 20,No,No
7820,LA007821,No,all_other,7.43%,77.69,10.03451581,0.53,747,3630.0,416,10.4,0,Less than 10,No,No
2610,LA002611,Yes,debt_consolidation,12.84%,504.27,10.30895266,12.92,717,10440.0,20105,33.4,0,Less than 5,No,Yes
9486,LA009487,No,all_other,16.35%,211.98,9.798127037,10.6,667,2791.041667,4511,63.5,0,Less than 5,No,Yes
666,LA00667,Yes,debt_consolidation,8.32%,409.3,10.26813067,0.83,807,5189.0,209,2.3,0,Less than 5,No,Yes
3229,LA003230,Yes,debt_consolidation,11.26%,558.68,11.08220409,4.41,762,6570.0,1878,7.2,0,Less than 5,No,Yes
8737,LA008738,No,all_other,13.17%,81.07,9.85198371,24.51,687,929.9583332999998,0,0.0,0,Less than 5,No,No
1734,LA001735,Yes,all_other,11.58%,215.42,10.27518903,3.06,712,3300.0,19349,86.4,0,Less than 5,Yes,Yes
8847,LA008848,No,home_improvement,9.38%,127.91,11.69524702,6.46,727,5101.0,138492,49.4,0,Less than 5,No,Yes
2635,LA002636,Yes,all_other,9.63%,248.74,10.79957558,11.36,737,5601.958333,6720,19.0,0,Less than 5,No,Yes
6987,LA006988,Yes,educational,14.61%,344.76,11.04132055,8.46,712,4920.041667,3088,14.1,0,Less than 5,No,Yes
769,LA00770,Yes,debt_consolidation,14.82%,691.55,11.40756495,23.45,692,3870.0,43868,47.8,1,Less than 5,No,Yes
8908,LA008909,No,educational,15.05%,173.46,10.71441777,9.52,697,1057.0,4840,35.6,0,Less than 5,No,Yes
815,LA00816,Yes,all_other,11.34%,329.0,10.81977828,12.05,692,1620.0,13744,62.2,0,Less than 5,No,Yes
5650,LA005651,Yes,home_improvement,8.94%,317.72,10.47333652,12.52,812,6419.958333,2600,12.3,0,Less than 5,No,Yes
1965,LA001966,Yes,debt_consolidation,12.84%,152.97,10.30815234,21.18,682,4109.958333,1125,64.3,1,Less than 5,No,Yes
9523,LA009524,No,all_other,14.22%,102.86,10.93310697,24.32,717,4230.041667,6725,98.9,0,Less than 10,No,Yes
6781,LA006782,Yes,home_improvement,11.48%,593.44,11.42954386,7.84,752,14761.041669999999,2522,34.5,0,Less than 5,Yes,Yes
5500,LA005501,Yes,debt_consolidation,13.92%,327.72,11.19821472,13.55,682,8430.0,618,1.8,0,Less than 5,Yes,Yes
3450,LA003451,Yes,debt_consolidation,17.26%,536.77,12.10071213,9.49,672,2520.0,12108,57.1,0,Less than 5,No,No
5258,LA005259,Yes,small_business,15.31%,870.39,11.73606902,8.14,777,2340.0,431,3.5,0,Less than 5,No,No
1303,LA001304,Yes,debt_consolidation,8.00%,159.82,10.87804719,6.23,752,4649.958333,10399,31.3,0,Less than 5,No,Yes
6918,LA006919,Yes,all_other,7.74%,78.05,10.57643203,21.55,742,2370.041667,4641,49.4,0,Less than 5,No,Yes
8139,LA008140,No,small_business,18.04%,682.76,11.69524702,19.33,647,5160.0,5094,71.7,0,Less than 5,Yes,No
768,LA00769,Yes,debt_consolidation,10.71%,208.65,10.91508846,6.11,697,3689.958333,14971,46.8,0,Less than 5,No,Yes
8498,LA008499,No,all_other,15.45%,348.87,11.98292909,25.72,682,3749.958333,205347,90.3,0,Less than 5,No,Yes
5229,LA005230,Yes,debt_consolidation,8.59%,189.67,10.92593848,24.0,732,4163.041667,9377,20.8,0,Less than 5,No,Yes
7336,LA007337,Yes,all_other,15.33%,278.63,10.49127422,8.47,662,2389.041667,5618,65.3,0,Less than 5,No,Yes
8158,LA008159,No,debt_consolidation,15.51%,438.2,11.19821472,19.73,657,6210.0,26066,98.0,1,Less than 20,No,No
3333,LA003334,Yes,all_other,10.95%,327.14,11.10495723,19.87,732,3419.958333,20545,43.2,0,Less than 5,No,Yes
1764,LA001765,Yes,credit_card,15.68%,280.02,12.09158169,22.49,662,4710.0,45496,62.7,0,Less than 5,No,Yes
861,LA00862,Yes,debt_consolidation,12.92%,269.25,10.71441777,19.89,692,5249.958333,4755,89.7,0,Less than 5,No,Yes
5831,LA005832,Yes,all_other,13.92%,51.21,10.30895266,19.08,667,3300.041667,2603,44.1,0,Less than 5,No,Yes
8201,LA008202,No,debt_consolidation,11.41%,230.54,10.42228135,17.04,682,2310.041667,7291,98.5,0,Less than 10,No,Yes
7075,LA007076,Yes,credit_card,15.33%,365.7,10.51867319,14.3,672,6450.041667,14726,92.6,1,Less than 5,No,Yes
9477,LA009478,No,debt_consolidation,13.57%,254.77,10.53209621,13.02,687,2130.0,9451,33.3,0,Less than 5,No,No
327,LA00328,Yes,credit_card,8.38%,362.39,11.58058411,8.16,757,5790.0,18314,50.6,0,Less than 5,No,Yes
5931,LA005932,Yes,debt_consolidation,16.70%,142.01,9.574983486,0.0,662,1800.0,0,0.0,0,Less than 5,Yes,Yes
7884,LA007885,No,credit_card,13.75%,102.17,10.50506754,23.61,672,1049.958333,15123,54.4,0,Less than 5,No,Yes
4441,LA004442,Yes,small_business,18.43%,188.22,10.1266311,20.64,662,3780.0,16177,67.6,0,Less than 5,No,Yes
2165,LA002166,Yes,home_improvement,13.92%,382.34,10.41271189,18.07,682,3300.0,6720,88.4,0,Less than 5,No,No
4996,LA004997,Yes,educational,7.40%,86.97,10.81769612,7.96,807,14310.0,562,1.0,0,Less than 5,No,Yes
2271,LA002272,Yes,debt_consolidation,15.37%,522.7,11.69524702,12.72,687,3210.041667,23997,36.9,0,Less than 5,Yes,Yes
1234,LA001235,Yes,all_other,10.01%,33.89,10.89673933,11.56,707,4559.958333,8670,96.7,0,Less than 5,No,Yes
8410,LA008411,No,credit_card,15.45%,191.88,10.73639668,21.23,647,4140.0,6397,96.9,0,Less than 5,Yes,Yes
116,LA00117,Yes,credit_card,11.22%,295.59,10.385913699999998,22.15,747,2788.958333,14345,45.8,0,Less than 5,No,Yes
6838,LA006839,Yes,debt_consolidation,14.61%,206.86,10.96819829,12.95,667,11070.04167,8763,47.9,0,Less than 5,No,No
1216,LA001217,Yes,home_improvement,9.70%,96.38,11.03488966,3.31,707,12150.0,8832,76.8,0,Less than 5,No,Yes
2055,LA002056,Yes,all_other,14.42%,515.74,11.60823564,6.33,682,1890.0,6585,20.3,0,Less than 5,Yes,Yes
8086,LA008087,No,all_other,9.96%,54.02,8.881836305,17.33,687,540.0416667000001,2469,29.7,0,Less than 5,No,No
6432,LA006433,Yes,small_business,20.52%,299.43,10.30895266,8.12,677,1522.0,7327,86.2,0,Less than 5,No,No
7798,LA007799,No,all_other,10.91%,196.18,8.853665428,8.57,682,334.0,0,25.2,0,Less than 5,No,No
7060,LA007061,Yes,debt_consolidation,11.36%,378.48,10.30895266,22.68,702,1861.0,946,9.0,0,Less than 5,Yes,Yes
1967,LA001968,Yes,small_business,13.79%,255.57,10.93310697,4.18,687,7184.041667,3554,37.8,0,Less than 5,No,Yes
4772,LA004773,Yes,debt_consolidation,11.48%,494.53,10.59663473,10.32,737,6630.0,14274,24.6,0,Less than 5,No,Yes
4327,LA004328,Yes,all_other,13.92%,143.38,9.852194257999999,23.05,682,1590.0,4483,83.0,0,Less than 5,No,Yes
795,LA00796,Yes,debt_consolidation,11.97%,298.8,10.95954023,18.76,682,4350.0,9883,66.7,1,Less than 5,Yes,Yes
3717,LA003718,Yes,all_other,9.32%,95.85,10.81977828,8.33,732,6930.0,14161,46.9,0,Less than 5,No,Yes
6547,LA006548,Yes,credit_card,8.59%,379.33,10.59663473,9.33,797,6030.041667,2823,5.7,0,Less than 5,No,Yes
3204,LA003205,Yes,all_other,9.32%,191.69,10.858999,12.48,742,3420.958333,9608,26.8,0,Less than 5,No,Yes
895,LA00896,Yes,debt_consolidation,14.50%,430.27,11.00209984,21.72,697,8489.958333,24325,83.2,1,Less than 5,No,Yes
9125,LA009126,No,all_other,11.58%,313.63,11.00209984,7.14,732,3809.958333,5928,28.6,0,Less than 10,No,No
1181,LA001182,Yes,credit_card,11.03%,245.65,10.96819829,21.12,717,4619.958333,36605,91.1,0,Less than 5,No,Yes
2009,LA002010,Yes,debt_consolidation,16.32%,529.71,11.40756495,9.77,672,6633.0,15080,90.3,0,Less than 5,Yes,Yes
2936,LA002937,Yes,debt_consolidation,13.47%,305.31,11.184421400000002,12.85,687,3510.0,8081,58.1,0,Less than 5,Yes,Yes
4624,LA004625,Yes,educational,7.74%,74.93,10.64927462,11.47,757,7380.0,13852,24.5,0,Less than 5,No,Yes
1632,LA001633,Yes,debt_consolidation,13.36%,677.36,10.85892207,18.19,682,3360.041667,26282,68.6,0,Less than 5,No,Yes
5509,LA005510,Yes,major_purchase,13.22%,283.93,10.81977828,12.5,707,2580.0,3972,92.4,0,Less than 5,No,Yes
2967,LA002968,Yes,small_business,12.21%,266.52,10.46310334,1.3,732,1652.0,2722,36.8,0,Less than 5,No,Yes
8517,LA008518,No,debt_consolidation,17.34%,573.16,10.71708089,16.44,652,1859.9583329999998,12700,92.0,0,Less than 5,No,Yes
4676,LA004677,Yes,debt_consolidation,13.22%,338.01,10.69557468,19.32,692,3869.958333,8540,87.1,0,Less than 5,No,Yes
365,LA00366,Yes,major_purchase,12.67%,563.4,11.00209984,20.06,697,4560.041667,10686,49.4,0,Less than 5,No,Yes
7562,LA007563,Yes,credit_card,10.62%,130.24,10.22194128,5.76,707,3630.0,4423,40.2,0,Less than 5,No,No
242,LA00243,Yes,debt_consolidation,12.17%,399.55,10.08580911,14.5,672,1950.0416670000002,9273,43.9,0,Less than 5,No,Yes
7389,LA007390,Yes,debt_consolidation,14.59%,172.33,10.59663473,22.86,692,5194.0,2305,92.2,1,Less than 5,No,Yes
7670,LA007671,Yes,home_improvement,10.25%,161.93,10.81977828,19.23,712,4296.041667,36705,82.5,0,Less than 5,No,Yes
4175,LA004176,Yes,major_purchase,8.59%,284.5,11.22524339,4.83,792,3089.958333,2563,9.1,0,Less than 5,No,Yes
358,LA00359,Yes,debt_consolidation,12.04%,498.51,10.75790288,17.95,677,2609.0,16502,63.0,0,Less than 5,No,Yes
3192,LA003193,Yes,educational,9.32%,319.47,10.59663473,5.37,767,4290.0,9580,31.5,0,Less than 5,No,Yes
8480,LA008481,No,debt_consolidation,15.45%,397.71,10.46310334,13.89,647,2501.0,15168,35.3,0,Less than 5,No,Yes
4426,LA004427,Yes,debt_consolidation,8.94%,266.89,10.91508846,6.52,737,2819.958333,7883,45.6,0,Less than 5,No,Yes
5405,LA005406,Yes,debt_consolidation,11.48%,659.37,11.15625052,6.84,752,3480.0,5303,26.6,0,Less than 5,No,Yes
8231,LA008232,No,debt_consolidation,16.71%,532.63,11.51292546,29.04,692,13530.0,71002,75.6,0,Less than 5,No,No
